facilityInternal,agencyInternal,stateInternal,company,createdAt,googlePlaceName,address,longitude,latitude,county,googlePlaceId,state
"PLYMOUTH COUNTY CORRECTIONAL FACILITY","","MA","SECURUS","2021-01-08T21:48:15.744Z","Plymouth County Correctional Facility","26 Long Pond Rd, Plymouth, MA 02360, United States","-70.652014","41.9311715","Plymouth County","ChIJQQjgI1u65IkRiHnkOMt4pNs","MA"
"SUFFOLK COUNTY HOUSE OF CORRECTIONS","","MA","SECURUS","2021-01-08T21:48:51.638Z","Suffolk County House of Correction","20 Bradston St, Boston, MA 02118, United States","-71.067724","42.3344149","Suffolk County","ChIJ31On8UF644kRt9OM0YFuVwI","MA"
"SUFFOLK COUNTY JAIL","","MA","SECURUS","2021-01-08T21:49:47.257Z","Suffolk County House of Correction","20 Bradston St, Boston, MA 02118, United States","-71.067724","42.3344149","Suffolk County","ChIJ31On8UF644kRt9OM0YFuVwI","MA"
"WORCESTER COUNTY JAIL","","MA","SECURUS","2021-01-08T21:50:19.662Z","Worcester County Jail & House of Correction","5 Paul X Tivnan Dr, West Boylston, MA 01583, United States","-71.76842979999999","42.322957","Worcester County","ChIJ5Uhysgb444kRDtEI_5kdh3M","MA"
"ALGER COUNTY SHERIFF'S DEPT","","MI","SECURUS","2021-01-08T21:51:16.079Z","Alger County Sheriff","101 E Varnum St, Munising, MI 49862, United States","-86.6580963","46.4073791","Alger County","ChIJHe_qAPWLTk0R-sko4RJfqmE","MI"
"ANTRIM COUNTY SHERIFF'S OFFICE","","MI","SECURUS","2021-01-08T21:51:49.557Z","Antrim County Sheriff's Office","107 Grove St, Bellaire, MI 49615, United States","-85.2074873","44.9758557","Antrim County","ChIJ0zBruIK2Sk0Rb-Yq4DzrDhQ","MI"
"ARENAC COUNTY JAIL","","MI","SECURUS","2021-01-08T21:52:21.357Z","Arenac County Sheriff's Office","126 N Grove St, Standish, MI 48658, United States","-83.9566479","43.9836028","Arenac County","ChIJewHUOaMVIYgRvLoIhLnNnXk","MI"
"BAY COUNTY LAW ENFORCEMENT CENTER","","MI","SECURUS","2021-01-08T21:52:58.837Z","Bay County Sheriff Department","503 3rd St, Bay City, MI 48708, United States","-83.88508879999999","43.6011918","Bay County","ChIJufFAMbLhI4gR57pTkR0X5bk","MI"
"BENZIE COUNTY SHERIFF'S DEPT","","MI","SECURUS","2021-01-08T21:54:14.283Z","Benzie County Sheriff","505 S Michigan Ave, Beulah, MI 49617, United States","-86.0930937","44.6244654","Benzie County","ChIJBeX5yVdtHogRiC2hMe5ISh4","MI"
"BRANCH COUNTY JAIL","","MI","SECURUS","2021-01-08T21:55:09.481Z","Branch County Sheriff's Office","580 Marshall Rd, Coldwater, MI 49036, United States","-85.00129679999999","41.9673942","Branch County","ChIJ2SfgRWDXF4gRgs1rzG_wtuQ","MI"
"CHIPPEWA COUNTY JAIL","","MI","SECURUS","2021-01-08T21:55:42.657Z","Chippewa County Jail","325 Court St, Sault Ste. Marie, MI 49783, United States","-84.3456051","46.4974588","Chippewa County","ChIJvUiwYK85Nk0R1N14ZXL908A","MI"
"CLARE COUNTY JAIL","","MI","SECURUS","2021-01-08T21:56:21.929Z","Clare County Jail","255 W Main St, Harrison, MI 48625, United States","-84.8040351","44.019663","Clare County","ChIJhXzqN-PcIYgRvwAuMDA4U-Q","MI"
"CLINTON COUNTY JAIL","","MI","SECURUS","2021-01-08T21:57:19.028Z","Clinton County Jail","1347 E Townsend Rd, St Johns, MI 48879, United States","-84.534384","42.988904","Clinton County","ChIJDY42ZD30IogRYjzO0aMjRYw","MI"
"DELTA COUNTY CORRECTIONAL FACILITY","","MI","SECURUS","2021-01-08T21:58:11.534Z","Delta County Sheriff’s Department","2800 College Ave, Escanaba, MI 49829, United States","-87.08800079999999","45.7761814","Delta County","ChIJo_ER5nC7TU0Rgn5VtHyOuuI","MI"
"DETROIT MADISON CENTER","","MI","SECURUS","2021-01-08T21:58:43.638Z","Detroit Detention Center","17601 Mound Rd, Detroit, MI 48212, United States","-83.0455606","42.4239966","Wayne County","ChIJVdsYJYTRJIgRdaV4iAbnCbs","MI"
"DICKINSON COUNTY JAIL","","MI","SECURUS","2021-01-08T21:59:37.876Z","Dickinson County Jail","300 E D St, Iron Mountain, MI 49801, United States","-88.06341669999999","45.8158787","Dickinson County","ChIJLSqIr4hLUk0R08RRlL6edjk","MI"
"EATON COUNTY SHERIFF'S DEPT","","MI","SECURUS","2021-01-08T22:00:08.669Z","Eaton County Sheriff's Office Substation - Delta Township Patrol","7736 Administration Rd, Lansing, MI 48917, United States","-84.6634521","42.7421951","Eaton County","ChIJOy84LIqVIogRO6UsovVQ0Uc","MI"
"EATON COUNTY SHERIFF'S DEPT - ATTORNEY","","MI","SECURUS","2021-01-08T22:00:42.034Z","Eaton County Jail","1025 Independence Blvd, Charlotte, MI 48813, United States","-84.8462516","42.5802483","Eaton County","ChIJY83JFEWvIogRwmoj2lkyM_s","MI"
"EMMET COUNTY SHERIFF'S DEPT","","MI","SECURUS","2021-01-08T22:01:34.062Z","Emmet County","200 Division St, Petoskey, MI 49770, United States","-84.9529709","45.375141","Emmet County","ChIJvzOSxImESk0ROREd7DmbE0A","MI"
"FLINT POLICE DEPT","","MI","SECURUS","2021-01-08T22:02:25.158Z","Flint Police Department","210 E 5th St, Flint, MI 48502, United States","-83.6849725","43.01195380000001","Genesee County","ChIJRZXp_BqCI4gRh82AuLugot8","MI"
"GLADWIN COUNTY JAIL","","MI","SECURUS","2021-01-08T22:02:57.848Z","Gladwin County Sheriff's Office","501 W Cedar Ave, Gladwin, MI 48624, United States","-84.49220230000002","43.9802237","Gladwin County","ChIJSbMoo5e9IYgRCjHudzZHTqM","MI"
"GOGEBIC COUNTY SHERIFF'S DEPT","","MI","SECURUS","2021-01-08T22:03:37.350Z","Gogebic County Sheriff","100 W Iron St, Bessemer, MI 49911, United States","-90.05373310000002","46.4821041","Gogebic County","ChIJRwvqWeHgqVIRcxGGWSyTzuI","MI"
"GRAND TRAVERSE COUNTY","","MI","SECURUS","2021-01-08T22:04:30.565Z","Grand Traverse County","Grand Traverse County, MI, USA","-85.52002399999999","44.687984","Grand Traverse County","ChIJLRa531OwH4gR9Fe-8QP9uQ8","MI"
"GRAND TRAVERSE COUNTY-ATTORNEY","","MI","SECURUS","2021-01-08T22:05:29.263Z","Grand Traverse County Prosecuting Attorney's Office","324 Court St, Traverse City, MI 49684, United States","-85.61702799999999","44.7606997","Grand Traverse County","ChIJMwMlB6QyHogRVPCPiYlsTGE","MI"
"GRATIOT COUNTY JAIL","","MI","SECURUS","2021-01-08T22:06:01.867Z","Gratiot County Jail","226 E Center St, Ithaca, MI 48847, United States","-84.6041396","43.2908053","Gratiot County","ChIJM0wM9uJBIogRxEmYxckAo8A","MI"
"GROSSE POINTE PARK CITY","","MI","SECURUS","2021-01-08T22:06:36.333Z","Grosse Pointe Park","Grosse Pointe Park, MI, USA","-82.93741589999999","42.3758708","Wayne County","ChIJTRjj7znUJIgRezS2f6kR4X4","MI"
"HOLLAND POLICE DEPT","","MI","SECURUS","2021-01-08T22:07:40.143Z","Holland Police Department","89 W 8th St, Holland, MI 49423, United States","-86.1110727","42.7904182","Ottawa County","ChIJkywuA7fyGYgRa8FKspjBO_A","MI"
"INGHAM COUNTY CORRECTIONAL FACILITY","","MI","SECURUS","2021-01-08T22:08:16.966Z","Michigan Department of Corrections","206 E Michigan Ave, Lansing, MI 48933, United States","-84.5503487","42.7331933","Ingham County","ChIJPyAt7djBIogRrOh1L5CIjPE","MI"
"IOSCO COUNTY SHERIFF'S DEPT","","MI","SECURUS","2021-01-08T22:08:49.643Z","Iosco County Sheriff's Office","428 W Lake St, Tawas City, MI 48763, United States","-83.516864","44.26840000000001","Iosco County","ChIJv66mu9wrJ4gReMu5NDe7924","MI"
"IRON COUNTY SHERIFF'S DEPT","","MI","SECURUS","2021-01-08T22:09:46.553Z","Iron County Sheriff","2 S 6th St Ste 18, Crystal Falls, MI 49920, United States","-88.3352963","46.0970606","Iron County","ChIJ23x3XInbU00RPA3tqtlrU0A","MI"
"ISABELLA COUNTY JAIL","","MI","SECURUS","2021-01-08T22:10:13.840Z","Isabella County Jail","207 Court St A, Mt Pleasant, MI 48858, United States","-84.7755378","43.6059117","Isabella County","ChIJ1dnWaE0DIogRJzjJgbfOVXQ","MI"
"JACKSON COUNTY CHANTER ROAD FACILITY","","MI","SECURUS","2021-01-08T22:11:10.364Z","Jackson County Jail","1995 Chanter Rd, Jackson, MI 49201, United States","-84.39075489999999","42.2834808","Jackson County","ChIJVUbSSQkvPYgRBrSox89ZGmI","MI"
"JACKSON COUNTY JAIL","","MI","SECURUS","2021-01-08T22:11:42.962Z","Jackson County Jail","1995 Chanter Rd, Jackson, MI 49201, United States","-84.39075489999999","42.2834808","Jackson County","ChIJVUbSSQkvPYgRBrSox89ZGmI","MI"
"LANSING POLICE DEPT","","MI","SECURUS","2021-01-08T22:12:16.096Z","Lansing Police Department","120 W Michigan Ave, Lansing, MI 48933, United States","-84.55314829999999","42.7339097","Ingham County","ChIJud0cGtjBIogRO_4OCM3hY-c","MI"
"LAPEER COUNTY COURTHOUSE","","MI","SECURUS","2021-01-08T22:13:07.353Z","Lapeer County Clerk","255 Clay St, Lapeer, MI 48446, United States","-83.31036050000002","43.0533775","Lapeer County","ChIJx9ByaTRhJIgRqSAkjRewsF0","MI"
"LAPEER COUNTY JAIL","","MI","SECURUS","2021-01-08T22:13:36.064Z","Lapeer County Jail","3231 John Conley Dr, Lapeer, MI 48446, United States","-83.3526156","43.0336533","Lapeer County","ChIJOQSLPcdjJIgRZvrQni5jdjs","MI"
"MARQUETTE COUNTY COMMUNITY CORRECTIONS DETENTION CENTER","","MI","SECURUS","2021-01-08T22:14:00.260Z","The Marquette County Community Corrections Detention Center","100 N Big Creek Rd, Marquette, MI 49855, United States","-87.3826789","46.5111123","Marquette County","ChIJS0WUW90YTk0RIFPuOxYQxQk","MI"
"MARQUETTE SHERIFF'S DEPT","","MI","SECURUS","2021-01-08T22:14:53.534Z","Marquette County Sheriff","236 W Baraga Ave, Marquette, MI 49855, United States","-87.39800489999999","46.5416458","Marquette County","ChIJlyDbw54gTk0RNgayojYJrcM","MI"
"MENOMINEE COUNTY JAIL","","MI","SECURUS","2021-01-08T22:15:22.063Z","Menominee County Sheriff","831 10th Ave, Menominee, MI 49858, United States","-87.6126783","45.107256","Menominee County","ChIJ06qGh0mvUk0REuUBmGgiQzs","MI"
"MIDLAND COUNTY JAIL","","MI","SECURUS","2021-01-08T22:15:59.369Z","Midland County Jail","101 Fast Ice Dr, Midland, MI 48642, United States","-84.169754","43.5990123","Midland County","ChIJI0HE7hjVI4gR32DARWJjpHs","MI"
"MISSAUKEE COUNTY SHERIFF'S OFFICE","","MI","SECURUS","2021-01-08T22:16:54.956Z","Missaukee County Sheriff's Office","110 S Pine St, Lake City, MI 49651, United States","-85.2128334","44.3334155","Missaukee County","ChIJBdb3WV6eH4gRR2ooAQa8I6Y","MI"
"MONTCALM SHERIFF'S DEPT","","MI","SECURUS","2021-01-08T22:17:21.562Z","Montcalm County Sheriff's Office","659 N State St, Stanton, MI 48888, United States","-85.0859194","43.3018673","Montcalm County","ChIJORsN0Eh2IogRpNHlhTGwVaU","MI"
"MUSKEGON COUNTY JAIL","","MI","SECURUS","2021-01-08T22:17:50.062Z","Muskegon County Jail","980 Terrace St, Muskegon, MI 49442, United States","-86.2436646","43.2350822","Muskegon County","ChIJ3e53rZ59GYgR6qwfAb16J3w","MI"
"NILES LAW ENFORCEMENT COMPLEX","","MI","SECURUS","2021-01-08T22:18:40.949Z","Niles Police Department","1600 Silverbrook Ave, Niles, MI 49120, United States","-86.23639999999999","41.817394","Berrien County","ChIJO0DC4t_UFogRLrKIAN-UKgo","MI"
"OCEANA COUNTY JAIL","","MI","SECURUS","2021-01-08T22:19:05.870Z","Oceana County Sheriff Office","216 Lincoln St, Hart, MI 49420, United States","-86.3625759","43.7010302","Oceana County","ChIJuRyXGOT4G4gRaV3oqKClGlY","MI"
"OGEMAW COUNTY JAIL","","MI","SECURUS","2021-01-08T22:19:36.957Z","Ogemaw County Correctional Facility","912 W Houghton Ave, West Branch, MI 48661, United States","-84.24696469999999","44.2757831","Ogemaw County","ChIJu9yFAr__IIgReHUT1vIbXuQ","MI"
"OTSEGO COUNTY JAIL","","MI","SECURUS","2021-01-08T22:20:06.470Z","Otsego County Jail","124 S Court Ave, Gaylord, MI 49735, United States","-84.6763118","45.0266642","Otsego County","ChIJzavUWvZFNU0R3tb-RWf9Nj4","MI"
"OTTAWA COUNTY JAIL","","MI","SECURUS","2021-01-08T22:20:57.431Z","Ottawa County Jail","12130 Fillmore St, West Olive, MI 49460, United States","-86.084749","42.9399868","Ottawa County","ChIJi862yxqQGYgRUKjVuxjfvDw","MI"
"PRESQUE ISLE COUNTY JAIL","","MI","SECURUS","2021-01-08T22:21:25.269Z","Presque Isle County Sheriff","267 N 2nd St, Rogers City, MI 49779, United States","-83.81663160000001","45.4217276","Presque Isle County","ChIJlfjIn0_1NE0RU7AjNm2qgXY","MI"
"SANILAC COUNTY JAIL","","MI","SECURUS","2021-01-08T22:21:54.165Z","Sanilac County Sheriff’s Office","65 N Elk St, Sandusky, MI 48471, United States","-82.8308388","43.4226867","Sanilac County","ChIJTbPrNQXSJYgR79_G8F_ckBw","MI"
"SCHOOLCRAFT COUNTY JAIL","","MI","SECURUS","2021-01-08T22:22:48.745Z","Schoolcraft County Emergency","300 Main St, Manistique, MI 49854, United States","-86.243678","45.9575501","Schoolcraft County","ChIJ6eyKtQEPTE0Rf6lvi12VkKg","MI"
"ST CLAIR COUNTY JAIL","","MI","SECURUS","2021-01-08T22:23:19.558Z","St Clair County Jail","1170 Michigan Rd, Port Huron, MI 48060, United States","-82.4792683","42.9422242","St. Clair County","ChIJtf-i2QueJYgRhkaF-vrlJeY","MI"
"ST JOSEPH COUNTY JAIL","","MI","SECURUS","2021-01-08T22:23:45.958Z","Saint Joseph County Sheriff's Department","650 E Main St, Centreville, MI 49032, United States","-85.51504609999999","41.92262729999999","St. Joseph County","ChIJx5B9JLCuF4gRejkjnJRv5U0","MI"
"ST. CLAIR COUNTY JAIL ATTORNEY VISITATION, MI","","MI","SECURUS","2021-01-08T22:24:49.752Z","St Clair County Jail","1170 Michigan Rd, Port Huron, MI 48060, United States","-82.4792683","42.9422242","St. Clair County","ChIJtf-i2QueJYgRhkaF-vrlJeY","MI"
"VAN BUREN COUNTY JAIL","","MI","SECURUS","2021-01-08T22:25:53.833Z","Van Buren County Jail Division","205 N Kalamazoo St, Paw Paw, MI 49079, United States","-85.8907538","42.2162195","Van Buren County","ChIJqVC6l0xqF4gROwT_-0TyAkM","MI"
"WASHTENAW COUNTY SHERIFFS DEPT","","MI","SECURUS","2021-01-08T22:26:47.790Z","Washtenaw County Sheriff's Office Service Center","2201 Hogback Rd, Ann Arbor, MI 48105, United States","-83.6783033","42.2554908","Washtenaw County","ChIJU3E4uyuvPIgRMwvsVmYSRKo","MI"
"WEXFORD COUNTY SHERIFF'S OFFICE AND JAIL","","MI","SECURUS","2021-01-08T22:27:17.572Z","Wexford County Jail","1015 Lincoln St, Cadillac, MI 49601, United States","-85.3823371","44.2552403","Wexford County","ChIJ_____yIJH4gR2t3TH7yB4Sc","MI"
"BROOKLYN PARK POLICE DEPT","","MN","SECURUS","2021-01-08T22:27:54.239Z","Brooklyn Park Police Department","5400 85th Ave N, Brooklyn Park, MN 55443, United States","-93.34982","45.11001","Hennepin County","ChIJbycnIQU6s1IRnedjoBpw3fo","MN"
"CARVER COUNTY JAIL","","MN","SECURUS","2021-01-08T22:28:25.055Z","Carver County Jail","606 E 4th St, Chaska, MN 55318, United States","-93.5926349","44.78740819999999","Carver County","ChIJiTtGJ_EP9ocRt9-fXvS-xLY","MN"
"DAKOTA COUNTY SHERIFF'S DEPT","","MN","SECURUS","2021-01-08T22:29:27.835Z","Dakota County Sheriff's Office","1580 Hwy 55, Hastings, MN 55033, United States","-92.88640009999999","44.7411587","Dakota County","ChIJS80DiYLG94cRpO2fL0nh46c","MN"
"GOODHUE SHERFF'S DEPT","","MN","SECURUS","2021-01-08T22:30:22.459Z","Goodhue County Sheriff's Office","430 W 6th St, Red Wing, MN 55066, United States","-92.5320533","44.5628243","Goodhue County","ChIJ646-_iiJ94cRDQjP3jZVX4c","MN"
"HENNEPIN COUNTY ADULT DETENTION CENTER","","MN","SECURUS","2021-01-08T22:30:51.038Z","Hennepin County Adult Corrections Facility Men's Section","1145 Shenandoah Ln N, Plymouth, MN 55447, United States","-93.4773993","44.9915408","Hennepin County","ChIJTazL76RLs1IRLsiO6uOcUGk","MN"
"HENNEPIN COUNTY ADULT DETENTION CENTER - WORK CENTER","","MN","SECURUS","2021-01-08T22:31:20.045Z","Hennepin County Corrections Work House Women's Facility","1355 Shenandoah Ln N, Plymouth, MN 55447, United States","-93.48010219999999","44.9943217","Hennepin County","ChIJw5s81aRLs1IRd5VVqptYh6E","MN"
"KANDIYOHI COUNTY JAIL","","MN","SECURUS","2021-01-08T22:32:13.376Z","Kandiyohi County Jail","2201 23rd St NE, Willmar, MN 56201, United States","-95.0137192","45.1460771","Kandiyohi County","ChIJVelcq8dYtVIRbS1o4bU2JSI","MN"
"MCLEOD COUNTY JAIL","","MN","SECURUS","2021-01-08T22:33:20.958Z","McLeod County Sheriff's Office","801 10th St E, Glencoe, MN 55336, United States","-94.15106829999999","44.7695268","McLeod County","ChIJh332m_iR9YcR05Dzjsf5Quw","MN"
"NORTHWEST REGIONAL CORRECTIONS CENTER","","MN","SECURUS","2021-01-08T22:33:52.133Z","North West Regional Corrections Center","US-75, Crookston, MN 56716, United States","-96.62840899999999","47.7689045","Polk County","ChIJad7evX9bxlIR7PPuIP2Cddg","MN"
"RAMSEY COUNTY CONTACT VISITOR CENTER","","MN","SECURUS","2021-01-08T22:34:42.939Z","Explore Minnesota","121 7th Pl E # 360, St Paul, MN 55101, United States","-93.092072","44.9493014","Ramsey County","ChIJV-Ms_FHV94cRWkQyPyeWxUU","MN"
"RAMSEY COUNTY LAW ENFORCEMENT CENTER","","MN","SECURUS","2021-01-08T22:35:11.446Z","Adult Detention Center (Jail)","425 Grove St, St Paul, MN 55101, United States","-93.0863296","44.9562529","Ramsey County","ChIJbXmCT1jV94cRQdjrQE92tmM","MN"
"RICE COUNTY JAIL","","MN","SECURUS","2021-01-08T22:35:45.878Z","Rice County Jail","118 3rd St NW, Faribault, MN 55021, United States","-93.2708195","44.2938377","Rice County","ChIJ_8H9_EL39ocRDv29mHKWENI","MN"
"RICE COUNTY JAIL ANNEX","","MN","SECURUS","2021-01-08T22:36:48.172Z","Rice County Jail Annex","2119 MN-60, Faribault, MN 55021, United States","-93.3012253","44.2933428","Rice County","ChIJG77MUt729ocR4eFaZ-IwusQ","MN"
"SCOTT COUNTY JAIL","","MN","SECURUS","2021-01-08T22:37:17.241Z","Scott County Jail","301 Fuller St S, Shakopee, MN 55379, United States","-93.5273759","44.79607559999999","Scott County","ChIJr4BWiJ0Q9ocRKEAFvoa40SI","MN"
"SHERBURNE COUNTY JAIL","","MN","SECURUS","2021-01-08T22:37:42.054Z","Sherburne County Jail","13880 Business Ctr Dr NW, Elk River, MN 55330, United States","-93.619132","45.3045722","Sherburne County","ChIJXTgVzaVos1IRjXM6S3xw_xs","MN"
"SIBLEY COUNTY  JAIL","","MN","SECURUS","2021-01-08T22:38:09.234Z","Sibley County Sheriff","419 Harrison St, Gaylord, MN 55334, United States","-94.2202196","44.5564338","Sibley County","ChIJuX0z3aS89YcRLtOOLpgu8g8","MN"
"WASHINGTON COUNTY JAIL","","MN","SECURUS","2021-01-08T22:39:07.955Z","Washington County Sheriff's Office, Stillwater, MN","15015 62nd St N, Stillwater, MN 55082, United States","-92.8016171","45.0378553","Washington County","ChIJXThZ9R7KslIRGbTqNPzAmW4","MN"
"IRON COUNTY JAIL","","UT","SECURUS","2021-01-09T16:51:45.618Z","Iron County Sheriff - Jail Division","2136 N Main St, Cedar City, UT 84721, United States","-113.0586268","37.7163374","Iron County","ChIJi3NwMCNhtYARflArTkx7dTY","UT"
"MILLARD COUNTY JAIL","","UT","SECURUS","2021-01-09T16:51:59.625Z","Millard County Jail","765 South, UT-99, Fillmore, UT 84631, United States","-112.3396559","38.9532738","Millard County","ChIJuw_Is3tbS4cRe_AML23JZ_g","UT"
"SANPETE COUNTY JAIL","","UT","SECURUS","2021-01-09T16:52:13.950Z","Sanpete County Sheriff","1500 US-89, Manti, UT 84642, United States","-111.6451692","39.2477714","Sanpete County","ChIJWzvyihF3TIcRHnKKak-T2pQ","UT"
"SEVIER COUNTY JAIL","","UT","SECURUS","2021-01-09T16:52:28.329Z","Sevier County Corrections","835 E 300 N #300, Richfield, UT 84701, United States","-112.0691319","38.7736049","Sevier County","ChIJWcxFcmASS4cRzu3uX-ZE8wc","UT"
"TOOELE COUNTY JAIL","","UT","SECURUS","2021-01-09T16:52:40.866Z","Tooele County Detention Center","1960 S Main St, Tooele, UT 84074, United States","-112.332756","40.4931411","Tooele County","ChIJWeZZvb68UocRc9Gih9j_jvE","UT"
"UTAH COUNTY JAIL","","UT","SECURUS","2021-01-09T16:52:53.632Z","Utah County Jail","3075 N Main St, Spanish Fork, UT 84660, United States","-111.6596692","40.14889590000001","Utah County","ChIJdxd81k-9TYcRHaKmgOv86Po","UT"
"WASATCH COUNTY JAIL","","UT","SECURUS","2021-01-09T16:53:07.863Z","Wasatch County Jail","1361 US-40, Heber City, UT 84032, United States","-111.4092369","40.4904905","Wasatch County","ChIJiaApzDr0TYcR7t_WfSU2Epg","UT"
"WEBER COUNTY CORRECTIONAL ATTORNEY, UT","","UT","SECURUS","2021-01-09T16:53:21.792Z","Weber County Correctional Facility","721 W 12th St, Ogden, UT 84404, United States","-111.9935937","41.2405134","Weber County","ChIJr2bVnSAPU4cRtnRgzDJ8KY4","UT"
"WEBER COUNTY CORRECTIONAL FACILITY","","UT","SECURUS","2021-01-09T16:53:36.208Z","Weber County Correctional Facility","721 W 12th St, Ogden, UT 84404, United States","-111.9935937","41.2405134","Weber County","ChIJr2bVnSAPU4cRtnRgzDJ8KY4","UT"
"WEBER COUNTY KIESEL FACILITY","","UT","SECURUS","2021-01-09T16:53:48.331Z","Weber County Correctional Facility","721 W 12th St, Ogden, UT 84404, United States","-111.9935937","41.2405134","Weber County","ChIJr2bVnSAPU4cRtnRgzDJ8KY4","UT"
"ACCOMACK COUNTY JAIL","","VA","SECURUS","2021-01-09T16:54:01.647Z","Accomack County Sheriff","23323 Wise Ct, Accomac, VA 23301, United States","-75.67051699999999","37.7199274","Accomack County","ChIJwVX6dvfUu4kRwHOdmDXgfsg","VA"
"ALEXANDRIA DETENTION CENTER","","VA","SECURUS","2021-01-09T16:54:14.043Z","Alexandria Detention Center","2001 Mill Rd, Alexandria, VA 22314, United States","-77.064329","38.797634","undefined","ChIJAf4GOK6xt4kR7Il23gQsLmA","VA"
"BOTETOURT-CRAIG COUNTIES PUBLIC SAFETY FACILITY","","VA","SECURUS","2021-01-09T16:54:27.121Z","Botetourt County Jail","205 N Roanoke St, Fincastle, VA 24090, United States","-79.87704409999999","37.5010116","Botetourt County","ChIJYQboKP4cTYgRgS7Q5w0QYfk","VA"
